Date,Session ,Observer,Source,Region name,Source type,Start Scan,End Scan,First Row Mapped,Last Row completed,Tsys,Aborted scan #,Observing notes,Special RawDir,Beam Gains,Operator,all,DR1
2015-12-20,68,James Di Francesco,L1448-C,L1448,map,20,39,29,48,40 K,,"winds a little high, ~6 m/s but getting good pointing/focus scans so I'm proceeding",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-20,68,James Di Francesco,L1448-W,L1448,map,45,92,1,48,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-20,68,James Di Francesco,L1448-S,L1448,map,98,145,1,48,40 K,,winds tended to quiet down by the end of the shift.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-01,69,Jared Keown,Taurus_map_032,HC2,map,6,29,1,24,42 K,,winds ~4 m/s at start; periodic gusts up to 10 m/s between rows 5-15 so I stopped after row 24 to repeat point/focus,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave Curry,TRUE,FALSE
2016-01-01,69,Jared Keown,Taurus_map_032,HC2,map,36,59,25,48,40 K,,Still had periodic gusts up to 10 m/s for this half of map (almost asked for the backup project) but decided to keep going since they died back down to near 5 m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Amber,TRUE,FALSE
2016-01-01,69,Jared Keown,L1489PPC,L1489PPC,calibrator,65,65,,,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-01,69,Jared Keown,Taurus_map_033,HC2,map,71,94,1,24,39 K,,"Winds still a little high at 4-6 m/s, so I'm repeating point/focus again after row 24 ",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-01,69,Jared Keown,Taurus_map_033,HC2,map,106,129,25,48,40 K,,Winds down to 2-4 m/s for rows 25-48,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-01,69,Jared Keown,Taurus_map_034,HC2,map,145,192,1,48,40 K,,Az heuristics failed on pointing; relaxed heuristics passed,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-01,69,Jared Keown,Jupiter,Jupiter,calibrator,198,205,,,60 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-01,69,Jared Keown,Taurus_map_035,HC2,map,221,232,1,12,48 K,,"Had trouble with pointing and focus before this map, looked OK on the third try",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-04,70,Erik Rosolowsky,none,none,,1,1,,,,,Some small hiccups starting up.  Winds are terrible.  Not observing.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-06,71,Jared Keown,Moon,Moon,calibrator,6,7,,,54 K,,"Really low winds, less than 1 m/s",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Donna,TRUE,FALSE
2016-01-06,71,Jared Keown,L43-E,L43-E,calibrator,13,13,,,54 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-06,71,Jared Keown,Oph_L1689_1,L1689,map,19,63,4,48,56 K,,Wish we had a longer session! Perfect weather,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-10,72,Erik Rosolowsky,Taurus_map_035,HC2,map,8,43,13,48,34 K,,"Scan 6 and 7 were garbagey VEGAS first scans.  Opacity is beautiful, but winds can be gusty over our limit.  Overall the quad-rms < 5"" when I checked b/c of high altitude so I carried on.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-10,72,Erik Rosolowsky,Taurus_map_036,HC2,map,49,85,1,37,35 K,,Winds have been calmer and atmosphere remains beautifully clear.  Weird abort pitched in row 38.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-10,72,Erik Rosolowsky,Taurus_map_036,HC2,map,88,98,38,48,38 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-10,72,Erik Rosolowsky,Taurus_map_037,HC2,map,104,133,1,30,38 K,,Winds picked up again above our limit in gusts.  I broke this scan @ 30 to try to update pointing solution.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-10,72,Erik Rosolowsky,Taurus_map_037,HC2,map,144,152,31,39,41 K,,Off to calibrate at the end of the shift!,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-10,72,Erik Rosolowsky,Jupiter,Jupiter,calibrator,160,165,,,37 K,,No problems pointing up and calibrating.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-10,72,Erik Rosolowsky,Jupiter,Jupiter,calibrator,166,171,,,37 K,,Didn't finish a full second sequence.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-13,73,Felipe Alves,Venus,Venus,calibrator,21,36,,,41 K,,Op said half slew speeds were used due to cold temperatures. Poiting heuristics failed twice (although plots looked fine). Calibration on Venus was run twice (scans 21-28 and 29-36) because the first scan of the first run was lost.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-13,73,Felipe Alves,Oph_L1689_2,L1689,map,42,89,,,44 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-13,73,Felipe Alves,L43-E,L43-E,calibrator,95,95,,,43 K,,Not so good pointing solutions (but heuristics didn't complain),,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-13,73,Felipe Alves,Oph_L1689_3,L1689,map,101,114,1,14,50 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-18,74,Erik Rosolowsky,Jupiter,Jupiter,calibrator,10,17,,,37 K,,Nice weather.  Winds < 5 m/s with small gusts.  ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-18,74,Erik Rosolowsky,Cepheus_L1228_map3,Cepheus_L1228,map,23,70,1,48,39 K,,Winds picked up near dawn to be ~5 m/s with some gusting above our limits,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-18,74,Erik Rosolowsky,IC5146_newbox1,IC5146,map,76,98,1,23,45 K,,Checked box angles and scan patterns and these look good w.r.t. expectations,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-18,74,Erik Rosolowsky,IC5146_newbox2,IC5146,map,110,132,1,23,48 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-18,74,Erik Rosolowsky,Cepheus_L1228_map4,Cepheus_L1228,map,138,146,1,9,45 K,,There are only 40 mins left in the shift and the az slew rate is down by half.  I will do a few scans on Cepheus rather than slewing all the way around to hit Pipe.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-21,75,Jaime Pineda,Oph_L1689_3,L1689,map,20,54,14,,50 K,19,"Problems getting the pointing & focus for L43... went ahead to Oph. Oph shows a better P&F, but there was a EL trasducer problem.... ppFALSE. Winds are a bit high, I'm still giving it a chance. problem with VEGAS for initial scan, 19. So, we are only using scans 20 onwards. Wind levels are good, <4m/s",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave C,TRUE,FALSE
2016-01-21,75,Jaime Pineda,L43-E,L43-E,calibrator,55,55,,,,,feed=5 shows a higher Tsys than the rest (80 K instead of 55 K),,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave C,TRUE,FALSE
2016-01-21,75,Jaime Pineda,Oph_L1689_3,L1689,map,61,108,,,45 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave C,TRUE,FALSE
2016-01-21,75,Jaime Pineda,Oph_L1712_1,L1712,map,119,160,1,41,45 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave R,TRUE,FALSE
2016-01-28,76,Erik Rosolowsky,CrA_West,CrAwest,map,10,32,1,23,65 K,,"Since CrA is just transiting, we'll try to get it.  Max elevation is 15 degrees.  Crazy like a fox.  Several Balance failures with VEGAS all involving CMAttenuator1.  I've carried on since the data quality looks okay.  There's clearly a (1,1) detection in the first few scans.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Rob,TRUE,FALSE
2016-01-28,76,Erik Rosolowsky,CrA_East,CrAeast,map,33,57,1,25,,,Elevation = 12.2 deg.  Ugh.  Best available conditions though.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Rob,TRUE,FALSE
2016-01-28,76,Erik Rosolowsky,Venus,Venus,calibrator,63,70,,,58 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-28,76,Erik Rosolowsky,Perseus_map_1,Perseus,map,76,112,1,37,65 K,,Winds are picking up but we are back into the winds.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Erik Rosolowsky,Moon,Moon,calibrator,10,11,,,68 K,,"a little ringing in the first pointing, attributed by Dave R to ice on the dish.  Tsys isn't great: > 100 K on feed 5, 65 K on the rest.  Best stay high in the sky.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave R,TRUE,FALSE
2016-01-30,77,Erik Rosolowsky,Moon,Moon,calibrator,12,13,,,,,We'll do another moon while we're here and it's up.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Erik Rosolowsky,L43-E,L43-E,calibrator,19,19,,,71 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Erik Rosolowsky,serpAquila_map_13,Serpens_Aquila,map,25,34,18,27,,,I checked the weather forecast an apparently we're coming off a weird 2 hour high opacity blip.  Seems like lies.  horrible lies.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Erik Rosolowsky,serpAquila_map_14,Serpens_Aquila,map,35,58,1,24,65 K,,"Since winds are low and the Sun is about to rise, I am going to hold off on pointing until the middle of the track.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Erik Rosolowsky,serpAquila_map_14,Serpens_Aquila,map,65,,25,,50 K,,Tsys down as predicted.  Wiggy,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Youngmin Seo,serpAquila_map_15,Serpens_Aquila,map,89,112,25,48,50K,,Low winds,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Youngmin Seo,serpAquila_map_15,Serpens_Aquila,map,113,136,1,24,50K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Youngmin Seo,serpAquila_map_16,Serpens_Aquila,map,142,188,1,,47K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-30,77,Youngmin Seo,serpAquila_map_17,Serpens_Aquila,map,195,232,1,38,50 K,,A bit windy 3m/s. ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-31,78,Mike Chen,Venus,Venus,calibrator,1,13,,,59 K,,"It's a bit windy @ ~ 5-6 m/s. As we are back into the winds, the pointing solution looks fine for Venus ",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-01-31,78,Mike Chen,none,none,,14,14,,,,,"The wind was consistiently > 5m/s (drifiting between 5 - 7 m/s). I may have been able to get away with finishing up serpAquila_map_17 with the back wind, but I decided to play things conservatively. No science data gathered.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-04,79,Jared Keown,Perseus_map_IC348-C,IC348,map,6,53,1,48,41 K,,wind at 3-5 m/s ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Rob,TRUE,FALSE
2016-02-04,79,Jared Keown,L1489PPC,L1489PPC,calibrator,59,59,,,43 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-04,79,Jared Keown,Perseus_map_IC348-D,IC348,map,65,112,1,48,43 K,,winds (briefly) increased to 5-7 m/s towards the second half of this map,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-04,79,Jared Keown,Perseus_map_IC348-E,IC348,map,118,130,1,13,45 K,,None of our calibrators were observable during this shift. (Jupiter was just rising at the end of the shift),,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-05,80,Jaime Pineda,Perseus_map_IC348-E,IC348,map,9,44,13,,38 K,7,"Good P&F solutions, despite winds of 6 m/s. Better weather, but VEGAS got stuck :( so phonecalls were made. Finally, after ~40min VEGAS was back onlne",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-05,80,Jaime Pineda,L1489PPC,L1489PPC,calibrator,50,50,,,39 K,,Good P&F solution.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-05,80,Jaime Pineda,L1455-S,L1455,map,51,98,1,48,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-05,80,Jared Keown,Perseus_map_B1-B,B1,map,104,123,1,20,39 K,124,Stopped to get a Jupiter calibration,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-05,80,Jared Keown,Jupiter,Jupiter,calibrator,130,137,,,66 K,,Really low elevation but thought we could use this since it wasn't observed last session,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,81,Mike Chen,3C48,3C48,calibrator,13,20,,,40 K,,wind at ~3 m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,81,Mike Chen,L1251_map_1,Cepheus_L1251,map,26,49,1,24,46 K,50,"wind at ~5 m/s in during the point and focus. The solution looked fine. The wind seems rather gusty during the run, fluctuating between 4 - 8 m/s (averaging ~ 6m/s?). I stopped half way through the map to do another P/F. The change in the pointing solutions are dAz2: -0.085 & dEl: -0.093 (~ 5-6 arcsecs in each directions). We may have to redo this half of the map?",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,81,Mike Chen,L1251_map_1,Cepheus_L1251,map,57,80,25,48,49 K,,"wind ~ 5 m/s during P/F. The solution looked fine. The wind is mostly stable ~ 5 m/s with short gusts up to 8 m/s. The change in pointing solutions between the beginning and the end of the run are dAz2: 0.002, dEl: 0.054 (~ 3 arc seconds in dEl)",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2/6/2016,81,Mike Chen,L1251_map_2,Cepheus_L1251,map,91,102,1,12,48 K,103,"wind ~ 6 m/s during P/F. The solution looked fine, but the change in solution from the last solution was dAz2: -0.027 & dEl: -0.092 (~ 6 arcsecs in dEl). The wind was stable ~ 4-5 m/s throughout the run. *Note: the telescope is somewhat facing the wind during the run.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,82,Helen Kirk,OrionA_map_22,OrionA,map,6,7,47,48,45 K,,"wind at ~2 m/s.  started observations about 10 minutes early (previous project finished up).   Pointing solution dAz 0.030, dEl 0.091.  IF=2 (fd=0) and fd=4-5 (IF=0) have somewhat wavy baselines.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,82,Helen Kirk,OrionA_map_23,OrionA,map,8,55,1,48,45 K,,"no autopeak between last scan & this one, since last one was so short (2 rows)",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,82,Helen Kirk,L1489PPC,L1489PPC,calibrator,61,61,,,43 K,,"dAz=-0.02, dEl=-0.03.  Wind ~1m/s.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,82,Helen Kirk,OrionA_map_24,OrionA,map,67,114,1,48,46 K,,"dAz=0.046, dEl=0.011, wind 1-2m/s",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-06,82,Helen Kirk,Jupiter,Jupiter,calibrator,120,121,,,49 K,,"dAz=0.038, dEl=0.011, wind ~1m/s",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-07,83,Mike Chen,L1251_map_2,Cepheus_L1251,map,11,28,13,30,49 K,29,wind at ~ 5 m/s with gusts of stronger winds. The telescope is back towards wind and the pointing solution looked fine. dAz2= 0.040 & dEl= -0.032.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-07,83,Mike Chen,L1251_map_2,Cepheus_L1251,map,50,67,31,48,51 K,,"wind just under ~ 5 m/s during P/F. The pointing solution looked good, but I'm not sure why the dEl is rather larger (dAz2: -0.032 & dEl: -0.144). Re-did the P/F and the new changes were a bit smaller (dAz -0.089 & dEl = -0.025). The weather seems stable just under ~5 m/s.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-07,83,Mike Chen,L1251_map_3,Cepheus_L1251,map,73,96,1,24,51 K,97,wind at ~ 5m/s during P/F. Solution looks good (dAz -0.018 & dEl = -0.045). The wind is mostly just under 5 m/s while observing this half-map.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-07,83,Mike Chen,3C48,3C48,calibrator,103,110,,,40 K,,wind at ~ 4 m/s. The Az heuristics failed despite the pointing solutiongs looking relatively good ( dAz2= -0.002 & dEl = -0.028). The P/F solution was manually updated after consulting with the operator.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-07,83,Mike Chen,Perseus_map_B1-B,B1,map,116,130,21,35,49 K,131,"wind at ~ 5m/s during P/F. Solution looks good (dAz = 0.045 & dEl = 0.048). The telescope is somewhat facing the wind (~ 5m/s). The wind picked up a bit towards the end (~ 6 m/s), so I decided to do another P/F.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2016-02-07,83,Mike Chen / James Di Francesco,Perseus_map_B1-B,B1,map,137,149,36,,,,wind at 5 - 6 m/s during P/F. Solution looked okay (dAz = -0.043 & dEl = 0.060).,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-02-07,83,James Di Francesco,Perseus_map_B1-C,B1,map,150,197,1,48,40 K,,things are cool.  winds dying down to 3 - 4 m/s.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-02-07,83,James Di Francesco,L1489PPC,L1489PPC,calibrator,203,203,,,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-02-07,83,James Di Francesco,OrionA_map_14,Orion,map,209,256,1,48,42 K,,wind at 4 - 5 m/s duringn P/F.  Solution looks fine (dAz = 0.055 & dEl = -0.070) ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-02-07,83,James Di Francesco,OrionA_map_15,Orion,map,262,286,1,25,43 K,,wind at 2.5 - 3.5 m/s during P/F.  Solution looks fine (dAz = 0.036 & dEl = 0.004),,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103","Somebody, don't remember",TRUE,FALSE
